ID операции;Дата;ID автосервиса;Артикул;Количество, шт.;Тип операции;;;;;
1670;06.10.2023;А13;183;486;Поступление;;;;;
1671;06.10.2023;А9;40;321;Продажа;;;;;
1672;06.10.2023;А3;194;315;Поступление;;;;;
1673;06.10.2023;А9;196;106;Поступление;;;;;
1674;06.10.2023;А10;17;383;Поступление;;;;;
1675;06.10.2023;А12;63;874;Поступление;;;;;
1676;06.10.2023;А1;100;880;Поступление;;;;;
1677;06.10.2023;А7;136;555;Поступление;;;;;
1678;06.10.2023;А2;89;100;Поступление;;;;;
1679;06.10.2023;А1;124;262;Поступление;;;;;
1680;06.10.2023;А6;129;555;Продажа;;;;;
1681;06.10.2023;А9;162;684;Продажа;;;;;
1682;07.10.2023;А17;12;435;Продажа;;;;;
1683;07.10.2023;А20;106;148;Поступление;;;;;
1684;07.10.2023;А8;138;953;Поступление;;;;;
1685;07.10.2023;А7;174;623;Продажа;;;;;
1686;07.10.2023;А8;59;48;Продажа;;;;;
1687;07.10.2023;А15;14;201;Продажа;;;;;
1688;07.10.2023;А20;71;314;Продажа;;;;;
1689;07.10.2023;А17;44;589;Продажа;;;;;
1690;07.10.2023;А5;113;47;Поступление;;;;;
1691;07.10.2023;А8;104;597;Поступление;;;;;
1692;07.10.2023;А13;114;585;Продажа;;;;;
1693;07.10.2023;А7;157;660;Поступление;;;;;
1694;07.10.2023;А8;146;847;Поступление;;;;;
1695;07.10.2023;А15;131;347;Поступление;;;;;
1696;07.10.2023;А3;67;284;Продажа;;;;;
1697;07.10.2023;А13;75;828;Поступление;;;;;
1698;07.10.2023;А8;14;563;Продажа;;;;;
1699;07.10.2023;А9;174;267;Продажа;;;;;
1700;07.10.2023;А8;77;22;Поступление;;;;;
1701;07.10.2023;А9;53;479;Поступление;;;;;
1702;07.10.2023;А2;53;900;Продажа;;;;;
1703;07.10.2023;А15;92;255;Продажа;;;;;
1704;07.10.2023;А17;113;594;Поступление;;;;;
1705;07.10.2023;А9;192;765;Поступление;;;;;
1706;07.10.2023;А18;150;613;Поступление;;;;;
1707;07.10.2023;А1;80;89;Поступление;;;;;
1708;07.10.2023;А19;121;309;Продажа;;;;;
1709;07.10.2023;А9;22;169;Поступление;;;;;
1710;07.10.2023;А2;161;732;Продажа;;;;;
1711;07.10.2023;А13;188;560;Продажа;;;;;
1712;07.10.2023;А10;43;452;Продажа;;;;;
1713;07.10.2023;А3;16;359;Продажа;;;;;
1714;07.10.2023;А3;108;972;Поступление;;;;;
1715;07.10.2023;А13;111;705;Продажа;;;;;
1716;07.10.2023;А9;84;432;Поступление;;;;;
1717;07.10.2023;А7;76;282;Поступление;;;;;
1718;07.10.2023;А17;163;960;Поступление;;;;;
1719;07.10.2023;А12;57;173;Продажа;;;;;
1720;07.10.2023;А12;2;778;Продажа;;;;;
1721;07.10.2023;А4;169;600;Поступление;;;;;
1722;07.10.2023;А1;152;73;Продажа;;;;;
1723;07.10.2023;А3;196;894;Поступление;;;;;
1724;07.10.2023;А16;141;673;Продажа;;;;;
1725;07.10.2023;А18;4;636;Поступление;;;;;
1726;07.10.2023;А3;124;371;Продажа;;;;;
1727;07.10.2023;А15;78;140;Поступление;;;;;
1728;07.10.2023;А7;156;577;Поступление;;;;;
1729;07.10.2023;А3;131;634;Продажа;;;;;
1730;07.10.2023;А12;112;430;Поступление;;;;;
1731;07.10.2023;А11;77;550;Поступление;;;;;
1732;07.10.2023;А4;10;347;Продажа;;;;;
1733;07.10.2023;А11;100;949;Поступление;;;;;
1734;07.10.2023;А20;131;590;Поступление;;;;;
1735;07.10.2023;А17;34;582;Продажа;;;;;
1736;07.10.2023;А14;32;758;Продажа;;;;;
1737;07.10.2023;А17;122;712;Поступление;;;;;
1738;07.10.2023;А20;169;106;Продажа;;;;;
1739;07.10.2023;А11;83;177;Поступление;;;;;
1740;07.10.2023;А8;129;861;Продажа;;;;;
1741;07.10.2023;А14;61;857;Поступление;;;;;
1742;07.10.2023;А12;140;757;Продажа;;;;;
1743;07.10.2023;А6;71;583;Поступление;;;;;
1744;07.10.2023;А1;99;468;Поступление;;;;;
1745;07.10.2023;А3;103;851;Поступление;;;;;
1746;07.10.2023;А12;174;657;Поступление;;;;;
1747;07.10.2023;А9;5;692;Поступление;;;;;
1748;07.10.2023;А8;13;395;Поступление;;;;;
1749;07.10.2023;А8;106;327;Поступление;;;;;
1750;07.10.2023;А2;70;967;Поступление;;;;;
1751;07.10.2023;А15;155;148;Продажа;;;;;
1752;07.10.2023;А8;91;321;Продажа;;;;;
1753;07.10.2023;А13;149;596;Продажа;;;;;
1754;07.10.2023;А4;47;46;Продажа;;;;;
1755;07.10.2023;А8;63;872;Поступление;;;;;
1756;07.10.2023;А20;45;567;Поступление;;;;;
1757;07.10.2023;А6;114;239;Поступление;;;;;
1758;07.10.2023;А1;97;412;Поступление;;;;;
1759;07.10.2023;А7;35;801;Продажа;;;;;
1760;07.10.2023;А12;141;428;Продажа;;;;;
1761;07.10.2023;А5;147;940;Поступление;;;;;
1762;07.10.2023;А5;80;439;Продажа;;;;;
1763;07.10.2023;А18;103;626;Поступление;;;;;
1764;07.10.2023;А5;96;303;Продажа;;;;;
1765;07.10.2023;А5;163;335;Продажа;;;;;
1766;07.10.2023;А15;170;82;Продажа;;;;;
1767;07.10.2023;А16;171;261;Продажа;;;;;
1768;07.10.2023;А2;118;104;Поступление;;;;;
1769;07.10.2023;А14;107;801;Поступление;;;;;
1770;07.10.2023;А11;183;759;Поступление;;;;;
1771;07.10.2023;А16;159;883;Поступление;;;;;
1772;07.10.2023;А8;139;852;Продажа;;;;;
1773;07.10.2023;А2;125;232;Поступление;;;;;
1774;08.10.2023;А17;158;466;Продажа;;;;;
1775;08.10.2023;А20;58;339;Поступление;;;;;
1776;08.10.2023;А6;55;653;Продажа;;;;;
1777;08.10.2023;А12;148;901;Продажа;;;;;
1778;08.10.2023;А2;161;704;Продажа;;;;;
1779;08.10.2023;А6;191;633;Поступление;;;;;
1780;08.10.2023;А3;114;330;Продажа;;;;;
1781;08.10.2023;А18;75;849;Продажа;;;;;
1782;08.10.2023;А3;21;291;Продажа;;;;;
1783;08.10.2023;А3;49;972;Поступление;;;;;
1784;08.10.2023;А17;151;723;Поступление;;;;;
1785;08.10.2023;А8;193;165;Продажа;;;;;
1786;08.10.2023;А3;53;848;Поступление;;;;;
1787;08.10.2023;А17;137;399;Продажа;;;;;
1788;08.10.2023;А16;103;385;Продажа;;;;;
1789;08.10.2023;А2;106;985;Продажа;;;;;
1790;08.10.2023;А3;50;579;Поступление;;;;;
1791;08.10.2023;А7;53;522;Поступление;;;;;
1792;08.10.2023;А15;109;368;Продажа;;;;;
1793;08.10.2023;А4;198;889;Продажа;;;;;
1794;08.10.2023;А10;86;837;Продажа;;;;;
1795;08.10.2023;А16;10;663;Продажа;;;;;
1796;08.10.2023;А7;90;868;Поступление;;;;;
1797;08.10.2023;А11;2;272;Поступление;;;;;
1798;08.10.2023;А6;69;917;Продажа;;;;;
1799;08.10.2023;А12;182;515;Поступление;;;;;
1800;08.10.2023;А3;169;618;Поступление;;;;;
1801;08.10.2023;А19;88;657;Продажа;;;;;
1802;08.10.2023;А1;180;806;Продажа;;;;;
1803;08.10.2023;А12;91;319;Продажа;;;;;
1804;08.10.2023;А19;154;290;Продажа;;;;;
1805;09.10.2023;А7;195;312;Продажа;;;;;
1806;09.10.2023;А9;197;514;Поступление;;;;;
1807;09.10.2023;А12;113;455;Продажа;;;;;
1808;09.10.2023;А4;89;791;Поступление;;;;;
1809;09.10.2023;А8;137;491;Продажа;;;;;
1810;09.10.2023;А3;169;722;Поступление;;;;;
1811;09.10.2023;А15;48;886;Продажа;;;;;
1812;09.10.2023;А9;163;177;Поступление;;;;;
1813;09.10.2023;А12;124;588;Поступление;;;;;
1814;09.10.2023;А9;85;424;Продажа;;;;;
1815;10.10.2023;А6;172;248;Продажа;;;;;
1816;10.10.2023;А19;69;325;Поступление;;;;;
1817;10.10.2023;А12;56;252;Поступление;;;;;
1818;10.10.2023;А16;195;568;Продажа;;;;;
1819;10.10.2023;А6;79;117;Поступление;;;;;
1820;10.10.2023;А19;74;50;Поступление;;;;;
1821;10.10.2023;А4;45;626;Продажа;;;;;
1822;10.10.2023;А6;8;563;Поступление;;;;;
1823;10.10.2023;А2;42;575;Поступление;;;;;
1824;10.10.2023;А6;123;739;Поступление;;;;;
1825;10.10.2023;А14;147;920;Продажа;;;;;
1826;10.10.2023;А16;72;610;Продажа;;;;;
1827;10.10.2023;А3;5;639;Продажа;;;;;
1828;10.10.2023;А10;188;260;Поступление;;;;;
1829;10.10.2023;А1;160;20;Продажа;;;;;
1830;10.10.2023;А20;54;885;Поступление;;;;;
1831;10.10.2023;А4;175;462;Поступление;;;;;
1832;10.10.2023;А13;53;150;Продажа;;;;;
1833;10.10.2023;А4;137;814;Поступление;;;;;
1834;10.10.2023;А11;50;254;Поступление;;;;;
1835;10.10.2023;А8;187;896;Продажа;;;;;
1836;10.10.2023;А16;182;225;Поступление;;;;;
1837;10.10.2023;А16;114;878;Поступление;;;;;
1838;10.10.2023;А8;50;422;Продажа;;;;;
1839;10.10.2023;А7;132;365;Продажа;;;;;
1840;10.10.2023;А6;194;87;Поступление;;;;;
1841;10.10.2023;А13;104;217;Поступление;;;;;
1842;10.10.2023;А6;150;27;Продажа;;;;;
1843;10.10.2023;А19;120;669;Продажа;;;;;
1844;10.10.2023;А11;26;277;Поступление;;;;;
1845;10.10.2023;А8;140;114;Поступление;;;;;
1846;10.10.2023;А17;112;239;Поступление;;;;;
1847;10.10.2023;А15;82;48;Поступление;;;;;
1848;10.10.2023;А16;135;310;Поступление;;;;;
1849;10.10.2023;А16;19;848;Поступление;;;;;
1850;10.10.2023;А15;189;175;Поступление;;;;;
1851;10.10.2023;А13;136;436;Поступление;;;;;
1852;10.10.2023;А9;41;408;Продажа;;;;;
1853;10.10.2023;А12;172;890;Продажа;;;;;
1854;10.10.2023;А10;47;853;Поступление;;;;;
1855;10.10.2023;А5;159;231;Продажа;;;;;
1856;10.10.2023;А4;32;338;Поступление;;;;;
1857;10.10.2023;А3;68;251;Поступление;;;;;
1858;10.10.2023;А5;195;886;Поступление;;;;;
1859;10.10.2023;А17;24;161;Продажа;;;;;
1860;10.10.2023;А18;94;496;Продажа;;;;;
1861;10.10.2023;А10;126;468;Продажа;;;;;
1862;10.10.2023;А2;85;701;Продажа;;;;;
1863;10.10.2023;А20;180;89;Продажа;;;;;
1864;10.10.2023;А13;129;169;Поступление;;;;;
1865;10.10.2023;А19;90;61;Продажа;;;;;
1866;10.10.2023;А11;135;388;Поступление;;;;;
1867;10.10.2023;А16;53;670;Продажа;;;;;
1868;10.10.2023;А5;61;221;Продажа;;;;;
1869;10.10.2023;А17;88;768;Продажа;;;;;
1870;10.10.2023;А17;171;383;Продажа;;;;;
1871;10.10.2023;А17;127;835;Поступление;;;;;
1872;10.10.2023;А2;86;477;Продажа;;;;;
1873;10.10.2023;А7;184;128;Поступление;;;;;
1874;10.10.2023;А7;155;155;Поступление;;;;;
1875;10.10.2023;А6;63;400;Продажа;;;;;
1876;10.10.2023;А18;99;844;Продажа;;;;;
1877;10.10.2023;А19;143;442;Продажа;;;;;
1878;10.10.2023;А2;144;178;Поступление;;;;;
1879;10.10.2023;А9;115;752;Поступление;;;;;
1880;10.10.2023;А13;50;307;Продажа;;;;;
1881;10.10.2023;А14;61;291;Поступление;;;;;
1882;10.10.2023;А16;22;275;Поступление;;;;;
1883;10.10.2023;А12;37;688;Продажа;;;;;
1884;10.10.2023;А17;47;355;Продажа;;;;;
1885;10.10.2023;А15;24;819;Продажа;;;;;
1886;10.10.2023;А20;168;701;Поступление;;;;;
1887;10.10.2023;А17;158;713;Продажа;;;;;
1888;10.10.2023;А11;121;290;Продажа;;;;;
1889;10.10.2023;А4;83;452;Продажа;;;;;
1890;10.10.2023;А2;153;258;Поступление;;;;;
1891;10.10.2023;А4;165;403;Поступление;;;;;
1892;10.10.2023;А5;198;440;Поступление;;;;;
1893;10.10.2023;А5;67;359;Продажа;;;;;
1894;10.10.2023;А6;122;163;Продажа;;;;;
1895;10.10.2023;А12;48;905;Поступление;;;;;
1896;10.10.2023;А1;162;94;Продажа;;;;;
1897;10.10.2023;А17;9;910;Поступление;;;;;
1898;10.10.2023;А5;59;499;Продажа;;;;;
1899;10.10.2023;А4;32;844;Поступление;;;;;
1900;10.10.2023;А20;138;47;Продажа;;;;;
1901;10.10.2023;А7;72;719;Продажа;;;;;
1902;10.10.2023;А6;51;857;Продажа;;;;;
1903;10.10.2023;А4;106;771;Поступление;;;;;
1904;10.10.2023;А13;90;481;Продажа;;;;;
1905;10.10.2023;А4;166;791;Поступление;;;;;
1906;11.10.2023;А17;73;474;Продажа;;;;;
1907;11.10.2023;А16;13;440;Продажа;;;;;
1908;11.10.2023;А20;59;391;Продажа;;;;;
1909;11.10.2023;А16;194;315;Продажа;;;;;
1910;11.10.2023;А12;189;26;Поступление;;;;;
1911;11.10.2023;А3;53;239;Поступление;;;;;
1912;11.10.2023;А11;128;360;Продажа;;;;;
1913;11.10.2023;А3;99;193;Продажа;;;;;
1914;11.10.2023;А11;125;744;Поступление;;;;;
1915;11.10.2023;А8;179;787;Поступление;;;;;
1916;11.10.2023;А15;110;127;Продажа;;;;;
1917;11.10.2023;А5;22;31;Поступление;;;;;
1918;11.10.2023;А17;65;426;Поступление;;;;;
1919;11.10.2023;А11;21;783;Поступление;;;;;
1920;11.10.2023;А20;45;580;Поступление;;;;;
1921;11.10.2023;А2;81;557;Поступление;;;;;
1922;11.10.2023;А4;72;230;Поступление;;;;;
1923;11.10.2023;А7;147;863;Поступление;;;;;
1924;11.10.2023;А5;188;257;Продажа;;;;;
1925;11.10.2023;А15;31;32;Продажа;;;;;
1926;11.10.2023;А10;81;489;Продажа;;;;;
1927;11.10.2023;А14;34;181;Продажа;;;;;
1928;11.10.2023;А7;176;62;Поступление;;;;;
1929;11.10.2023;А7;151;618;Продажа;;;;;
1930;11.10.2023;А8;79;318;Поступление;;;;;
1931;12.10.2023;А7;29;966;Поступление;;;;;
1932;12.10.2023;А20;55;417;Продажа;;;;;
1933;12.10.2023;А13;4;462;Продажа;;;;;
1934;12.10.2023;А12;175;322;Продажа;;;;;
1935;12.10.2023;А20;5;83;Продажа;;;;;
1936;12.10.2023;А11;185;596;Поступление;;;;;
1937;12.10.2023;А7;121;798;Поступление;;;;;
1938;12.10.2023;А17;89;906;Поступление;;;;;
1939;12.10.2023;А20;106;174;Продажа;;;;;
1940;12.10.2023;А13;148;211;Поступление;;;;;
1941;12.10.2023;А16;122;387;Поступление;;;;;
1942;12.10.2023;А4;87;824;Поступление;;;;;
1943;12.10.2023;А10;91;546;Продажа;;;;;
1944;12.10.2023;А10;189;721;Продажа;;;;;
1945;12.10.2023;А16;123;745;Продажа;;;;;
1946;12.10.2023;А15;22;251;Поступление;;;;;
1947;12.10.2023;А11;93;819;Продажа;;;;;
1948;12.10.2023;А14;126;151;Продажа;;;;;
1949;12.10.2023;А5;168;974;Поступление;;;;;
1950;13.10.2023;А10;171;848;Продажа;;;;;
1951;13.10.2023;А17;65;807;Продажа;;;;;
1952;13.10.2023;А5;122;632;Поступление;;;;;
1953;13.10.2023;А3;136;805;Поступление;;;;;
1954;13.10.2023;А12;49;116;Поступление;;;;;
1955;13.10.2023;А9;118;165;Продажа;;;;;
1956;13.10.2023;А7;200;504;Поступление;;;;;
1957;13.10.2023;А15;12;644;Продажа;;;;;
1958;13.10.2023;А20;19;337;Поступление;;;;;
1959;13.10.2023;А17;64;59;Поступление;;;;;
1960;13.10.2023;А20;19;577;Поступление;;;;;
1961;13.10.2023;А2;76;719;Поступление;;;;;
1962;13.10.2023;А19;124;324;Поступление;;;;;
1963;13.10.2023;А13;35;545;Продажа;;;;;
1964;13.10.2023;А17;39;907;Поступление;;;;;
1965;13.10.2023;А5;5;315;Поступление;;;;;
1966;13.10.2023;А7;125;311;Продажа;;;;;
1967;13.10.2023;А19;174;566;Продажа;;;;;
1968;13.10.2023;А20;143;112;Поступление;;;;;
1969;13.10.2023;А4;51;825;Продажа;;;;;
1970;13.10.2023;А4;79;259;Продажа;;;;;
1971;13.10.2023;А1;199;769;Поступление;;;;;
1972;13.10.2023;А4;164;336;Поступление;;;;;
1973;13.10.2023;А12;165;680;Продажа;;;;;
1974;13.10.2023;А3;79;321;Поступление;;;;;
1975;14.10.2023;А17;117;271;Поступление;;;;;
1976;14.10.2023;А3;131;419;Поступление;;;;;
1977;14.10.2023;А6;118;598;Продажа;;;;;
1978;14.10.2023;А18;199;160;Продажа;;;;;
1979;14.10.2023;А20;161;165;Поступление;;;;;
1980;14.10.2023;А15;72;432;Продажа;;;;;
1981;14.10.2023;А12;115;795;Продажа;;;;;
1982;14.10.2023;А19;140;875;Продажа;;;;;
1983;14.10.2023;А15;114;518;Поступление;;;;;
1984;14.10.2023;А11;84;981;Продажа;;;;;
1985;14.10.2023;А6;13;670;Продажа;;;;;
1986;14.10.2023;А7;82;675;Продажа;;;;;
1987;14.10.2023;А12;182;104;Продажа;;;;;
1988;14.10.2023;А18;162;932;Продажа;;;;;
1989;14.10.2023;А20;112;823;Поступление;;;;;
1990;14.10.2023;А6;59;334;Продажа;;;;;
1991;14.10.2023;А10;80;59;Поступление;;;;;
1992;14.10.2023;А7;156;601;Поступление;;;;;
1993;14.10.2023;А4;24;95;Продажа;;;;;
1994;15.10.2023;А1;53;471;Продажа;;;;;
1995;15.10.2023;А19;162;722;Продажа;;;;;
1996;15.10.2023;А18;24;34;Продажа;;;;;
1997;15.10.2023;А17;169;529;Поступление;;;;;
1998;15.10.2023;А10;141;91;Поступление;;;;;
1999;15.10.2023;А16;153;415;Поступление;;;;;
2000;15.10.2023;А14;60;498;Продажа;;;;;
2001;15.10.2023;А5;54;540;Продажа;;;;;
2002;15.10.2023;А15;135;191;Поступление;;;;;
2003;15.10.2023;А20;7;191;Поступление;;;;;
2004;15.10.2023;А6;88;551;Продажа;;;;;
2005;15.10.2023;А14;27;602;Продажа;;;;;
2006;15.10.2023;А5;90;14;Продажа;;;;;
2007;15.10.2023;А2;81;433;Поступление;;;;;
2008;15.10.2023;А5;33;71;Поступление;;;;;
2009;15.10.2023;А15;116;787;Поступление;;;;;
2010;15.10.2023;А13;184;684;Поступление;;;;;
2011;15.10.2023;А9;174;991;Поступление;;;;;
2012;15.10.2023;А7;186;663;Продажа;;;;;
2013;15.10.2023;А5;80;67;Поступление;;;;;
2014;15.10.2023;А13;41;272;Продажа;;;;;
2015;15.10.2023;А3;101;878;Поступление;;;;;
2016;15.10.2023;А12;98;314;Продажа;;;;;
2017;15.10.2023;А20;95;170;Продажа;;;;;
2018;15.10.2023;А4;146;860;Продажа;;;;;
2019;15.10.2023;А20;104;161;Поступление;;;;;
2020;15.10.2023;А3;74;76;Продажа;;;;;
2021;16.10.2023;А10;167;109;Поступление;;;;;
2022;16.10.2023;А14;18;370;Продажа;;;;;
2023;16.10.2023;А15;34;921;Поступление;;;;;
2024;16.10.2023;А5;103;274;Продажа;;;;;
2025;16.10.2023;А15;183;969;Поступление;;;;;
2026;16.10.2023;А4;141;276;Продажа;;;;;
2027;16.10.2023;А9;67;925;Продажа;;;;;
2028;16.10.2023;А17;118;494;Продажа;;;;;
2029;16.10.2023;А8;145;156;Продажа;;;;;
2030;16.10.2023;А4;83;742;Продажа;;;;;
2031;16.10.2023;А3;23;646;Поступление;;;;;
2032;16.10.2023;А3;168;456;Поступление;;;;;
2033;16.10.2023;А5;108;432;Продажа;;;;;
2034;16.10.2023;А5;189;616;Продажа;;;;;
2035;16.10.2023;А6;22;241;Продажа;;;;;
2036;16.10.2023;А3;17;216;Продажа;;;;;
2037;16.10.2023;А5;33;621;Поступление;;;;;
2038;16.10.2023;А11;18;562;Продажа;;;;;
2039;16.10.2023;А9;26;759;Продажа;;;;;
2040;16.10.2023;А3;149;716;Продажа;;;;;
2041;16.10.2023;А20;85;225;Поступление;;;;;
2042;16.10.2023;А5;65;272;Продажа;;;;;
2043;16.10.2023;А11;88;802;Поступление;;;;;
2044;16.10.2023;А12;188;790;Продажа;;;;;
2045;17.10.2023;А8;33;912;Продажа;;;;;
2046;17.10.2023;А15;38;761;Поступление;;;;;
2047;17.10.2023;А3;107;270;Продажа;;;;;
2048;17.10.2023;А19;34;473;Поступление;;;;;
2049;17.10.2023;А13;94;424;Продажа;;;;;
2050;17.10.2023;А7;127;117;Продажа;;;;;
2051;17.10.2023;А7;139;928;Поступление;;;;;
2052;17.10.2023;А20;196;953;Поступление;;;;;
2053;17.10.2023;А3;8;332;Продажа;;;;;
2054;17.10.2023;А19;175;18;Поступление;;;;;
2055;17.10.2023;А15;115;969;Продажа;;;;;
2056;17.10.2023;А20;112;861;Поступление;;;;;
2057;17.10.2023;А4;75;630;Поступление;;;;;
2058;17.10.2023;А2;35;851;Поступление;;;;;
2059;17.10.2023;А2;9;940;Продажа;;;;;
2060;17.10.2023;А8;101;904;Поступление;;;;;
2061;17.10.2023;А8;195;85;Поступление;;;;;
2062;17.10.2023;А8;183;686;Поступление;;;;;
2063;17.10.2023;А9;176;185;Продажа;;;;;
2064;17.10.2023;А4;133;108;Продажа;;;;;
2065;17.10.2023;А9;200;725;Поступление;;;;;
2066;17.10.2023;А5;42;714;Поступление;;;;;
2067;17.10.2023;А18;91;676;Поступление;;;;;
2068;17.10.2023;А17;130;448;Поступление;;;;;
2069;17.10.2023;А6;96;471;Поступление;;;;;
2070;17.10.2023;А16;90;306;Продажа;;;;;
2071;17.10.2023;А10;146;460;Продажа;;;;;
2072;17.10.2023;А14;170;181;Продажа;;;;;
2073;17.10.2023;А14;181;774;Продажа;;;;;
2074;17.10.2023;А14;147;441;Поступление;;;;;
2075;17.10.2023;А7;127;150;Поступление;;;;;
2076;17.10.2023;А12;94;967;Поступление;;;;;
2077;17.10.2023;А16;83;80;Продажа;;;;;
2078;17.10.2023;А17;90;739;Поступление;;;;;
2079;17.10.2023;А20;197;603;Продажа;;;;;
2080;17.10.2023;А13;78;733;Поступление;;;;;
2081;17.10.2023;А14;115;603;Поступление;;;;;
2082;17.10.2023;А12;189;99;Продажа;;;;;
2083;17.10.2023;А10;161;847;Поступление;;;;;
2084;17.10.2023;А16;191;470;Поступление;;;;;
2085;17.10.2023;А14;145;999;Продажа;;;;;
2086;17.10.2023;А17;144;414;Поступление;;;;;
2087;17.10.2023;А2;36;935;Продажа;;;;;
2088;17.10.2023;А14;143;80;Поступление;;;;;
2089;17.10.2023;А12;179;194;Поступление;;;;;
2090;17.10.2023;А16;102;252;Продажа;;;;;
2091;17.10.2023;А14;194;58;Продажа;;;;;
2092;17.10.2023;А7;177;559;Поступление;;;;;
2093;17.10.2023;А11;181;378;Поступление;;;;;
2094;17.10.2023;А9;162;314;Продажа;;;;;
2095;17.10.2023;А16;65;955;Продажа;;;;;
2096;17.10.2023;А4;173;452;Поступление;;;;;
2097;17.10.2023;А11;97;564;Поступление;;;;;
2098;17.10.2023;А11;126;664;Поступление;;;;;
2099;17.10.2023;А4;9;537;Продажа;;;;;
2100;17.10.2023;А17;54;559;Поступление;;;;;
2101;17.10.2023;А16;85;689;Поступление;;;;;
2102;17.10.2023;А7;27;687;Поступление;;;;;
2103;17.10.2023;А8;96;475;Продажа;;;;;
2104;17.10.2023;А6;133;262;Продажа;;;;;
2105;17.10.2023;А13;151;872;Поступление;;;;;
2106;17.10.2023;А6;164;475;Продажа;;;;;
2107;17.10.2023;А11;172;853;Продажа;;;;;
2108;17.10.2023;А18;101;133;Поступление;;;;;
2109;17.10.2023;А19;8;589;Продажа;;;;;
2110;17.10.2023;А7;61;546;Продажа;;;;;
2111;17.10.2023;А17;111;824;Поступление;;;;;
2112;17.10.2023;А3;121;868;Поступление;;;;;
2113;17.10.2023;А20;72;817;Продажа;;;;;
2114;17.10.2023;А17;9;642;Продажа;;;;;
2115;17.10.2023;А20;57;197;Поступление;;;;;
2116;17.10.2023;А19;151;548;Продажа;;;;;
2117;17.10.2023;А12;183;632;Поступление;;;;;
2118;17.10.2023;А9;195;267;Поступление;;;;;
2119;17.10.2023;А8;104;854;Продажа;;;;;
2120;17.10.2023;А6;26;852;Поступление;;;;;
2121;17.10.2023;А18;46;896;Поступление;;;;;
2122;17.10.2023;А18;178;538;Продажа;;;;;
2123;17.10.2023;А8;177;622;Продажа;;;;;
2124;17.10.2023;А2;43;172;Продажа;;;;;
2125;18.10.2023;А2;107;854;Поступление;;;;;
2126;18.10.2023;А1;155;114;Продажа;;;;;
2127;18.10.2023;А19;125;793;Поступление;;;;;
2128;18.10.2023;А4;46;709;Продажа;;;;;
2129;18.10.2023;А12;82;579;Поступление;;;;;
2130;18.10.2023;А1;15;554;Поступление;;;;;
2131;18.10.2023;А8;199;278;Поступление;;;;;
2132;18.10.2023;А17;47;281;Продажа;;;;;
2133;18.10.2023;А13;85;408;Продажа;;;;;
2134;18.10.2023;А6;96;25;Продажа;;;;;
2135;18.10.2023;А5;141;373;Продажа;;;;;
2136;18.10.2023;А4;37;687;Продажа;;;;;
2137;18.10.2023;А18;77;436;Поступление;;;;;
2138;18.10.2023;А1;45;945;Поступление;;;;;
2139;18.10.2023;А8;37;204;Поступление;;;;;
2140;18.10.2023;А19;75;532;Поступление;;;;;
2141;18.10.2023;А11;141;230;Поступление;;;;;
2142;18.10.2023;А16;21;776;Продажа;;;;;
2143;18.10.2023;А8;42;484;Поступление;;;;;
2144;18.10.2023;А8;34;170;Продажа;;;;;
2145;18.10.2023;А11;181;540;Поступление;;;;;
2146;18.10.2023;А6;64;428;Продажа;;;;;
2147;18.10.2023;А4;67;15;Продажа;;;;;
2148;18.10.2023;А18;112;671;Продажа;;;;;
2149;18.10.2023;А14;118;612;Поступление;;;;;
2150;18.10.2023;А8;167;121;Продажа;;;;;
2151;18.10.2023;А5;167;916;Продажа;;;;;
2152;18.10.2023;А19;131;829;Поступление;;;;;
2153;18.10.2023;А10;89;474;Поступление;;;;;
2154;18.10.2023;А8;80;955;Продажа;;;;;
2155;18.10.2023;А16;56;538;Продажа;;;;;
2156;18.10.2023;А4;31;689;Поступление;;;;;
2157;18.10.2023;А1;101;224;Поступление;;;;;
2158;18.10.2023;А19;149;42;Поступление;;;;;
2159;18.10.2023;А5;35;962;Поступление;;;;;
2160;18.10.2023;А9;107;493;Продажа;;;;;
2161;18.10.2023;А20;159;227;Поступление;;;;;
2162;18.10.2023;А19;84;520;Поступление;;;;;
2163;18.10.2023;А19;192;802;Поступление;;;;;
2164;18.10.2023;А1;38;724;Поступление;;;;;
2165;18.10.2023;А9;59;139;Продажа;;;;;
2166;18.10.2023;А16;116;274;Поступление;;;;;
2167;18.10.2023;А1;127;868;Поступление;;;;;
2168;18.10.2023;А3;61;85;Продажа;;;;;
2169;18.10.2023;А7;88;929;Поступление;;;;;
2170;18.10.2023;А19;75;192;Продажа;;;;;
2171;18.10.2023;А16;167;482;Поступление;;;;;
2172;18.10.2023;А4;71;143;Поступление;;;;;
2173;18.10.2023;А20;149;171;Продажа;;;;;
2174;18.10.2023;А16;118;241;Продажа;;;;;
2175;18.10.2023;А9;51;482;Поступление;;;;;
2176;19.10.2023;А4;133;13;Поступление;;;;;
2177;19.10.2023;А18;41;163;Поступление;;;;;
2178;19.10.2023;А8;169;108;Продажа;;;;;
2179;19.10.2023;А7;55;822;Поступление;;;;;
2180;19.10.2023;А20;122;525;Поступление;;;;;
2181;19.10.2023;А10;51;975;Продажа;;;;;
2182;19.10.2023;А19;154;785;Поступление;;;;;
2183;19.10.2023;А6;88;567;Поступление;;;;;
2184;19.10.2023;А1;70;249;Продажа;;;;;
2185;19.10.2023;А11;78;479;Продажа;;;;;
2186;19.10.2023;А19;107;729;Поступление;;;;;
